epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
188,42274.5,0.61925,0.44603,0.94762,0.85819,0.8017,0.85149,0.68256,0.68929,0.47955,0.95575,0.0007435,0.0007435,0.0007435
189,42569.8,0.61457,0.44546,0.94505,0.85715,0.80198,0.85139,0.68276,0.68941,0.47927,0.95588,0.000694,0.000694,0.000694
190,42760.5,0.61711,0.44961,0.94677,0.85909,0.8013,0.85125,0.68287,0.6892,0.47904,0.95586,0.0006445,0.0006445,0.0006445
191,42937.9,0.52221,0.33484,0.88275,0.85977,0.80123,0.85147,0.68288,0.68911,0.47901,0.95598,0.000595,0.000595,0.000595
192,43110.8,0.52184,0.33398,0.88204,0.86024,0.80093,0.85135,0.68256,0.68896,0.47895,0.95603,0.0005455,0.0005455,0.0005455
193,43283,0.51898,0.33173,0.87916,0.85934,0.80132,0.8516,0.68312,0.68887,0.47875,0.95602,0.000496,0.000496,0.000496
194,43455.5,0.5159,0.33,0.87975,0.86094,0.80115,0.85162,0.68308,0.68863,0.47822,0.95604,0.0004465,0.0004465,0.0004465
195,43726.2,0.51332,0.32719,0.87811,0.8606,0.80142,0.85162,0.68338,0.68853,0.4781,0.95613,0.000397,0.000397,0.000397
196,43990.7,0.51285,0.32691,0.87649,0.8604,0.80112,0.85187,0.68319,0.68847,0.47824,0.95607,0.0003475,0.0003475,0.0003475
197,44247.3,0.50886,0.32172,0.87639,0.86058,0.80088,0.85166,0.68319,0.6886,0.4782,0.95639,0.000298,0.000298,0.000298
198,44503.6,0.50542,0.31928,0.87687,0.86085,0.80039,0.85213,0.68344,0.68853,0.47799,0.95648,0.0002485,0.0002485,0.0002485
199,44734.7,0.50386,0.31848,0.87399,0.86084,0.8003,0.85209,0.68361,0.68877,0.47825,0.95655,0.000199,0.000199,0.000199
200,44909.5,0.50253,0.31811,0.8754,0.86168,0.80034,0.852,0.68393,0.68843,0.47836,0.95665,0.0001495,0.0001495,0.0001495
